"__mclCluster","EnrichmentMap::Colouring (Dataset 1)","EnrichmentMap::ES (Dataset 1)","EnrichmentMap::fdr_qvalue (Dataset 1)","EnrichmentMap::fwer_qvalue (Dataset 1)","EnrichmentMap::Genes","EnrichmentMap::GS_DESCR","EnrichmentMap::gs_size","EnrichmentMap::GS_Type","EnrichmentMap::Name","EnrichmentMap::NES (Dataset 1)","EnrichmentMap::pvalue (Dataset 1)","name","NumChildren","NumDescendents","selected","shared name"
"6","1.0","0.3405","0.0161","0.159","ME1|LETM1|NDUFA5|NDUFS3|ATP5F1C|ATP5F1D|ATP5F1E|ATP5MC2|ATP5MC3|ATP5ME|ATP5MF|ATP5MG|ATP5MJ|ATP5MK|ATP5PB|ATP5PD|ATP5PF|OXA1L|ATP5PO|DMAC2L|DLAT|DLD|PDHA1|PDHB|PDHX|PDK1|PDK2|COX4I1|PDK3|COX5A|PDK4|COX5B|COX6A1|COX6B1|SCO2|COX6B2|ACO2|COX6C|COX7A2|ATP5F1A|COX7A2L|ATP5MC1|COX7B|BCS1L|COX7C|COX8A|NDUFA4|VDAC1|COX17|COX19|CS|CYC1|GOT1|GOT2|FXN|HSCB|IDH3G|NDUFB8|SLC25A12|SLC25A13|TIMM21|HSPA9|ATP5F1B|IDH2|ARMC8|SIRT4|ISCU|HIGD1A|LYRM4|LYRM7|TTC19|UQCC1|UQCC2|UQCC3|UQCC5|UQCC6|UQCR10|FH|UQCR11|NFS1|UQCRB|IDH3A|UQCRC1|UQCRC2|MDH2|UQCRFS1|NDUFA13|UQCRH|NDUFA2|UQCRQ|NDUFB6|NDUFS1|NDUFV1|NDUFV3|SUCLG2|PC|NDUFAB1|SIRT3|CMC1|COA1|COA3|COA5|COQ10A|COQ10B|COX11|COX14|COX16|COX18|COX20|HIGD2A|PET100|PET117|PNKD|RAB5IF|SCO1|SMIM20|SURF1|TACO1|TMEM177|TMEM223|NDUFC2|RANBP9|CYCS|CSKMT|PKM|ISCA1|ISCA2|SDHA|ETFB|SDHAF1|SDHAF2|SDHAF3|SDHAF4|SDHB|SDHC|SDHD|RPS27A|FAHD1|GID4|GID8|GLO1|GPT|HAGH|LDHA|LDHB|MAEA|ME2|ME3|MKLN1|MPC1|MPC2|NEK1|PDP1|PDP2|PDPR|PGAM5|RMND5A|RMND5B|WDR26|COX15|GSTZ1|ACAT1|UBA52|UBB|UBC|DLST|ACAD9|DMAC1|DMAC2|ETFA|ETFDH|FOXRED1|HCCS|LYRM2|MDH1|NDUFA1|NDUFA10|NDUFA11|NDUFA12|NDUFA3|NDUFA6|NDUFA7|NDUFA8|NDUFA9|NDUFAF1|NDUFAF2|NDUFAF3|NDUFAF4|NDUFAF5|NDUFAF6|NDUFAF7|NDUFAF8|NDUFB1|NDUFB10|NDUFB11|NDUFB2|NDUFB3|NDUFB4|NDUFB5|NDUFB7|OGDH|NDUFB9|NDUFC1|NDUFS2|NDUFS4|NDUFS5|NDUFS6|NDUFS7|NDUFS8|NDUFV2|NUBPL|ECSIT|PYURF|SFXN4|TIMMDC1|TMEM126A|SLC25A11|TMEM126B|SLC25A18|TMEM186|SLC25A22|TRAP1|SLC25A4|IDH3B|NNT|SUCLA2|SUCLG1|ADHFE1|D2HGDH|L2HGDH|SLC25A14|SLC25A27|UCP2|UCP3","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT","234","ENR","REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT","1.9542","0.0","REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT",,,"false","REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT"
"1","-1.0","-0.5399","0.0046","0.161","H2AC14|H2AC18|H2AC19|H2AC20|H2AC4|H2AC6|H2AC7|H2AC8|H2AJ|H2AX|H2AZ2|H2BC10|H2BC11|PPP1CB|H2BC12|H2BC13|H2BC14|H2BC15|H2BC17|H2BC21|H2BC26|YWHAB|H2BC3|H2BC4|H2BC5|H2BC6|H2BC7|H2BC8|H2BC9|H3-3A|H3-3B|H3C1|H3C10|H3C11|H3C12|H3C13|H3C14|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H4C1|H4C11|H4C12|H4C13|H4C14|H4C16|H4C2|H4C3|H4C4|H4C5|CDC25C|H4C8|H4C9|MYH10|MYH14|MYL12B|MYL6|PAK1|PKN2|PKN3|PPP1R12A|PPP1R12B|RHOA|RHOB|RHOC|SFN|YWHAH|YWHAQ|YWHAZ|RAC1|MYH9|YWHAE|YWHAG|MYL9|AR|KDM1A|KDM4C|NCOA2|PKN1|PDPK1","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RHO_GTPASES_ACTIVATE_PKNS","83","ENR","REACTOME_RHO_GTPASES_ACTIVATE_PKNS","-1.8627","0.0","REACTOME_RHO_GTPASES_ACTIVATE_PKNS",,,"false","REACTOME_RHO_GTPASES_ACTIVATE_PKNS"
,"1.0","0.499","0.0132","0.097","CHEK1|EPC1|TFDP1|TFDP2|RRM2|EED|PHC1|EZH2|PHC3|RING1|RNF2|RBBP4|RBBP7|MGA|SUZ12|PCGF6|UXT|RYBP|L3MBTL2|YAF2|CBX5|BRCA1|PCGF2|E2F6|APAF1|MAX|RAD51|RBBP8|CDC7|BMI1|CBX3|EHMT1|E2F1|EHMT2","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6","34","ENR","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6","2.0235","0.0","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6",,,"false","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6"
"1","1.0","0.3386","0.0351","0.495","POLR2A|CALR|POLR2B|CANX|POLR2C|POLR2D|POLR2E|POLR2F|POLR2G|POLR2H|POLR2I|PARP1|POLR2J|POLR2K|POLR2L|KPNA1|CPSF4|CLTC|KPNB1|CLTA|RANBP2|RPS27A|RPS6|RPS14|RPS7|RPS9|NDC1|PABPN1|NUP107|NUP133|NUP153|NUP155|FAU|NUP160|NUP188|NUP205|NUP210|NUP214|NUP35|TGFB1|NUP37|NUP42|NUP43|NUP50|NUP54|NUP58|RPS2|NUP62|NUP85|NUP88|NUP93|TPR|GTF2F1|NUP98|GTF2F2|RPL10|RPL10A|UBA52|RPL11|RPL12|RPL13|RPL13A|DNAJC3|RPL14|POM121|RPL15|POM121C|RPL17|RPL18|RPL18A|RPL19|RPL21|RPL22|RPL22L1|AAAS|RPL23|RPL23A|RPL24|RPL26|HSP90AA1|RPL26L1|RAE1|RPL27|KPNA3|RAN|RPL28|KPNA4|RPL29|KPNA5|RPL3|KPNA7|RPL30|RPL31|RPS27|RPL32|RPL34|SEC13|RPL35|SEH1L|RPL35A|RPL36|RPL36A|RPL36AL|RPL37|RPL37A|RPL38|RPL39|RPL39L|RPL4|RPL41|RPL5|RPL6|RPL7|RPL7A|RPL9|RPLP1|RPLP2|RPS10|RPS11|RPS12|RPS13|RPS15|RPS15A|RPS16|RPS17|RPS18|RPL27A|RPS19|RPL8|RPS20|RPS21|RPS23|RPS24|RPS25|RPS26|RPS27L|RPS28|RPS29|RPS3|RPS3A|KPNA2|RPS4X|RPS4Y1|RPS5|RPS8|RPSA|EIF2AK2|XPO1|GRSF1|IPO5|RPLP0|SLC25A6|ISG15|HSPA1A","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_INFLUENZA_INFECTION","154","ENR","REACTOME_INFLUENZA_INFECTION","1.7916","0.0","REACTOME_INFLUENZA_INFECTION",,,"false","REACTOME_INFLUENZA_INFECTION"
,"-0.9936","-0.6066","0.0442","0.993","PLA2G6|PLA2R1|PLAAT3|PLB1|PLBD1|PNPLA8|TMEM86B|LPCAT1|LPCAT2|LPCAT3|LPCAT4|MBOAT2|PLA2G12A|PLA2G2A|PLA2G3|PLA2G4A|PLA2G4B|PLA2G4C|PLA2G5","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ACYL_CHAIN_REMODELLING_OF_PC","19","ENR","REACTOME_ACYL_CHAIN_REMODELLING_OF_PC","-1.6405","0.0064","REACTOME_ACYL_CHAIN_REMODELLING_OF_PC",,,"false","REACTOME_ACYL_CHAIN_REMODELLING_OF_PC"
,"-0.9974","-0.6083","0.0284","0.921","ITGA6|SLC7A7|SLC7A8|SPN|MMP1|ITGA3|ITGB1|ATP1B1|ATP1B2|ATP1B3|CAV1|L1CAM|PPIA|PPIL2|SLC16A1|SLC16A3|BSG|SLC3A2|SLC7A11|SLC7A5|SLC7A6","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_BASIGIN_INTERACTIONS","21","ENR","REACTOME_BASIGIN_INTERACTIONS","-1.6878","0.0026","REACTOME_BASIGIN_INTERACTIONS",,,"false","REACTOME_BASIGIN_INTERACTIONS"
"1","1.0","0.354","0.0539","0.755","CCND1|PTK6|TFDP1|TFDP2|AKT1|AKT2|AKT3|RBBP4|UBA52|UBB|UBC|CCNA1|CCNA2|CCNE1|CCNE2|PSMA1|PSMA2|FZR1|PSMA3|PSMA4|PSMA5|PSMA6|CKS1B|PSMA7|E2F4|PSMB1|CCNH|E2F5|PSMB10|CDK7|PSMB2|PSMB3|PSMB4|RBL2|PSMB5|PSMB6|PSMB7|CDKN1A|PSMB8|CDKN1B|PSMB9|MNAT1|PSMC1|PSMC2|PSMC3|CDC25A|PSMC4|CDC25B|PSMC5|PSMC6|PSMD1|PSMD10|PSMD11|PSMD12|PSMD13|PSMD14|PSMD2|PSMD3|WEE1|PSMD4|PSMD5|PSMD6|CUL1|PSMD7|PSMD8|PSMD9|PSME1|SKP2|PSME2|PSME3|PSMF1|RB1|RPS27A|MYC|SEM1|SKP1|LIN37|LIN52|LIN54|LIN9|MAX|CABLES1|CDK2|CDK4|E2F1","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY","85","ENR","REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY","1.6913","0.0","REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY",,,"false","REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY"
"1","1.0","0.4902","0.0","0.0","ERCC6L|FIRRM|PPP1CC|PPP2CA|PPP2CB|PPP2R1A|PPP2R1B|PPP2R5A|PPP2R5B|PPP2R5C|PPP2R5D|PPP2R5E|CCNB1|CLIP1|INCENP|ITGB3BP|KIF18A|KIF2A|KIF2C|KNL1|KNTC1|RANBP2|MAD1L1|MAD2L1|MAPRE1|MIS12|NDC80|NDE1|NDEL1|NSL1|NUDC|NUF2|NUP107|NUP133|NUP160|NUP37|NUP43|NUP85|NUP98|PAFAH1B1|PDS5A|PDS5B|PLK1|PMF1|HDAC8|AHCTF1|RAD21|RANGAP1|RCC2|RPS27|SEC13|SEH1L|AURKB|B9D2|SGO1|SGO2|BIRC5|SKA1|BUB1|SKA2|BUB1B|SMC1A|BUB3|SMC3|CCNB2|SPC24|CDC20|SPC25|SPDL1|STAG1|CDCA5|STAG2|CDCA8|CDK1|TAOK1|CENPA|CENPC|TUBA1A|CENPE|TUBA1B|CENPF|TUBA1C|CENPH|TUBA4A|CENPI|TUBA8|CENPK|TUBB1|CENPL|TUBB2A|CENPM|TUBB2B|CENPN|TUBB3|CENPO|TUBB4A|CENPP|TUBB4B|CENPQ|TUBB6|CENPS|CENPT|CENPU|WAPL|XPO1|ZW10|ZWILCH|ZWINT|CKAP5|CLASP1|CLASP2|DSN1|DYNC1H1|DYNC1I1|DYNC1I2|DYNC1LI1|DYNC1LI2|DYNLL1|DYNLL2","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION","119","ENR","REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION","2.5115","0.0","REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION",,,"false","REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION"
"10","0.9955","0.4955","0.041","0.59","CCT7|SPEN|SRRM1|CPSF7|MYO6|ROCK1|STK38|ROCK2|TRA2B|COPS2|CUL3|PDE5A|CCT2|COPS4|DBN1|TXNL1|GPS1|RNF20|VIM|RBBP6|RBMX|RHOBTB1|HNRNPC","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RHOBTB1_GTPASE_CYCLE","23","ENR","REACTOME_RHOBTB1_GTPASE_CYCLE","1.7599","0.0045","REACTOME_RHOBTB1_GTPASE_CYCLE",,,"false","REACTOME_RHOBTB1_GTPASE_CYCLE"
,"0.9935","0.3846","0.0656","0.884","PIK3CD|PIK3R1|PIK3R2|INPPL1|PIP4K2A|PIK3R3|PIP4K2B|PIP4K2C|RAB14|PIP5K1A|PIP5K1C|RAB4A|PTEN|INPP4A|INPP4B|INPP5K|MTM1|MTMR1|PTPN13|MTMR14|ARF1|MTMR2|MTMR9|MTMR3|MTMR6|PI4K2A|PI4K2B|PIK3C2A|PIK3C2B|INPP5D|PLEKHA1|PLEKHA2|PLEKHA3|PLEKHA4|INPP5J|PLEKHA5|BMX|PLEKHA6|PLEKHA8|OCRL|RAB5A|RUFY1|PIP5K1B|SBF2|SYNJ2|SYNJ1|PIK3CA|PIK3CB","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE","48","ENR","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE","1.6247","0.0065","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE",,,"false","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE"
"1","-1.0","-0.5742","0.0018","0.041","H2AC14|H2AC18|H2AC19|H2AC20|H2AC4|H2AC6|H2AC7|H2AC8|H2AJ|HDAC1|H2AX|RBBP4|H2AZ2|RBBP7|H2BC10|HDAC2|H2BC11|H2BC12|H2BC13|H2BC14|H2BC15|H2BC17|H2BC21|H2BC26|H2BC3|H2BC4|H2BC5|H2BC6|H2BC7|H2BC8|H2BC9|H3-3A|H3-3B|H3C1|H3C10|H3C11|H3C12|H3C13|H3C14|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H4C1|H4C11|H4C12|H4C13|H4C14|H4C16|H4C2|H4C3|H4C4|H4C5|H4C8|EHMT2|H4C9|CHD3|CHD4|GATAD2A|GATAD2B|MBD3|MTA1|MTA2|MTA3|CBX3|ERCC6|TTF1","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION","69","ENR","REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION","-1.9448","0.0","REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION",,,"false","REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION"
"2","0.9952","0.5253","0.0127","0.097","CPSF6|SYMPK|WDR33|SNRPB|PCF11|SNRPD3|SNRPE|SNRPF|SNRPG|CLP1|CPSF1|CPSF4|CPSF7|CSTF2|NCBP1|NCBP2|CSTF1|CSTF2T|CSTF3|PABPN1|NUDT21|PAPOLA|LSM10|LSM11|ZNF473|FIP1L1|SLBP|CPSF2|CPSF3","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA","29","ENR","REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA","2.0216","0.0048","REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA",,,"false","REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA"
"11","-0.9988","-0.6198","0.0098","0.398","CCL22|CCL5|CCR1|CSF1|CXCL10|CXCL2|CXCL8|IL10RB|IL12A|IL18|IL1A|IL1B|IL1R1|IL1R2|LIF|PTAFR|PTGS2|TIMP1|TYK2|JAK1|ICAM1|IL10RA|TNFRSF1A|TNFRSF1B|STAT3|CCL2","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_INTERLEUKIN_10_SIGNALING","26","ENR","REACTOME_INTERLEUKIN_10_SIGNALING","-1.8006","0.0012","REACTOME_INTERLEUKIN_10_SIGNALING",,,"false","REACTOME_INTERLEUKIN_10_SIGNALING"
"1","1.0","0.4318","0.0284","0.384","PSMD12|PSMD13|PSMD14|PSMD2|PSMD3|PSMD4|PSMD5|PSMD6|PSMD7|PSMD8|PSMD9|PSME1|PSME2|PSME3|PSME4|PSMF1|MRC2|SEM1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB1|PSMB10|PSMB2|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMB8|PSMB9|PSMC1|PSMC2|PSMC3|PSMC4|PSMC5|PSMC6|PSMD1|PSMD10|PSMD11","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES","44","ENR","REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES","1.8345","0.0","REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES",,,"false","REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES"
"1","1.0","0.4464","0.023","0.284","EXO1|ATR|HUS1|DNA2|RAD1|RAD17|RAD9A|RAD9B|RHNO1|RMI1|RMI2|TOPBP1|KAT5|WRN|ABL1|ERCC1|ERCC4|BARD1|RFC2|RAD52|RFC3|RFC4|RFC5|ATM|BLM|BRCA1|MRE11|NBN|RAD50|RAD51|RBBP8|RPA1|RPA2|RPA3|TOP3A|ATRIP|BRIP1","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA","37","ENR","REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA","1.8876","0.0","REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA",,,"false","REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA"
"1","-1.0","-0.4643","0.0303","0.934","POLR2A|RARA|POLR2B|POLR2C|RXRA|H2AC14|POLR2D|H2AC18|POLR2E|H2AC19|POLR2F|EED|H2AC20|POLR2G|EZH2|H2AC4|POLR2H|H2AC6|POLR2I|H2AC7|POLR2J|H2AC8|POLR2K|H2AJ|POLR2L|H2AX|RBBP4|H2AZ2|RBBP7|H2BC10|SUZ12|H2BC11|H2BC12|H2BC13|H2BC14|H2BC15|H2BC17|H2BC21|H2BC26|H2BC3|H2BC4|H2BC5|H2BC6|H2BC7|H2BC8|H2BC9|H3-3A|H3-3B|H3C1|H3C10|H3C11|H3C12|H3C13|H3C14|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H4C1|H4C11|H4C12|H4C13|H4C14|H4C16|H4C2|H4C3|H4C4|H4C5|H4C8|H4C9|CREBBP|CNOT6|EP300|CNOT9|ASH2L|DPY30|KMT2C|KMT2D|RBBP5|WDR5|AJUBA|CTCF|EGR2|HOXA1|HDAC3|HOXA2|HOXA3|HOXA4|HOXB2|HOXB3|HOXB4|HOXC4|HOXD1|HOXD3|HOXD4|MAFB|MEIS1|NCOA3|NCOA6|PAGR1|PAX6|PAXIP1|PBX1|PCGF2|PIAS2|PKNOX1|RARB|RARG|YY1|ZNF335|JUN|NCOR1|KDM6A","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS","115","ENR","REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS","-1.6794","0.0","REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS",,,"false","REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS"
"1","1.0","0.4924","0.0353","0.504","CDK1|ANAPC1|ANAPC10|ANAPC11|ANAPC15|ANAPC16|ANAPC2|ANAPC4|ANAPC5|ANAPC7|CCNB1|UBA52|UBB|UBC|UBE2C|UBE2D1|UBE2E1|CDC16|CDC20|UBE2S|CDC23|CDC26|RPS27A|CDC27","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B","24","ENR","REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B","1.788","0.0","REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B",,,"false","REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B"
"1","-1.0","-0.4247","0.0941","1.0","PML|H2AC14|H2AC18|H2AC19|EED|H2AC20|EZH2|H2AC4|H2AC6|H2AC7|H2AC8|RBBP4|RBBP7|H2BC10|SUZ12|H2BC11|H2BC12|H2BC13|H2BC14|H2BC15|H2BC17|H2BC21|H2BC26|H2BC3|H2BC4|H2BC5|H2BC6|H2BC7|H2BC8|H2BC9|H3C1|H3C10|CBX1|H3C11|DAXX|H3C12|ELK1|H3C13|H3C14|NFKB1|H3C2|ITGB1|TRIM28|H3C3|H3C4|H3C6|H3C7|H3C8|H4C1|H4C11|H4C12|H4C13|H4C14|H4C16|H4C2|H4C3|H4C4|H4C5|H4C8|H4C9|CREB1|GPS2|H2AC11|H2AC12|H2AC13|H2AC15|H2AC16|H2AC17|H2AC21|H2AC25|H2BC18|RANBP2|EGFR|CEBPD|CHMP1A|NDC1|HNRNPK|MVB12A|MVB12B|SNF8|TSG101|UBAP1|VPS25|VPS28|VPS36|VPS37A|VPS37B|VPS37C|VPS37D|NUP107|NUP133|NUP153|NUP155|TBL1X|NUP160|TBL1XR1|NUP188|NUP205|NUP210|NUP214|NUP35|NUP37|NUP42|NUP43|NUP50|NUP54|NUP58|NUP62|NUP85|NUP88|NUP93|TPR|NUP98|HDAC3|POM121|POM121C|AAAS|RAE1|SEC13|SEH1L|TUBA1A|TUBA1B|TUBA1C|TUBA4A|TUBA8|TUBB1|TUBB2A|TUBB2B|TUBB3|TUBB4A|TUBB4B|TUBB6|VPS4A|CHMP2A|CHMP2B|NCOR1|CHMP3|NCOR2|CHMP4A|CHMP4B|CHMP4C|CHMP6|CHMP7|DYNC1H1|DYNC1I1|DYNC1I2|DYNC1LI1|DYNC1LI2|DYNLL1|DYNLL2","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HCMV_INFECTION","150","ENR","REACTOME_HCMV_INFECTION","-1.5485","0.0","REACTOME_HCMV_INFECTION",,,"false","REACTOME_HCMV_INFECTION"
"1","1.0","0.3677","0.013","0.109","AKAP9|HSP90AB1|RBBP4|PHLDA1|PPP1CB|PPP2CA|PPP2CB|PPP2R1A|CCNA1|PPP2R1B|CCNA2|MYBL2|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB1|CCNH|PSMB10|CDK7|PPP2R3B|PSMB2|PSMB3|CCNB1|PSMB4|PSMB5|PSMB6|PSMB7|CDKN1A|PSMB8|PSMB9|MNAT1|PSMC1|CEP43|PSMC2|PSMC3|PSMC4|PSMC5|PSMC6|PSMD1|HAUS1|PSMD10|CNTRL|HAUS2|PSMD11|HAUS3|PSMD12|HAUS4|PSMD13|HAUS5|PSMD14|HAUS6|PSMD2|HAUS7|PSMD3|WEE1|HAUS8|PSMD4|PSMD5|PSMD6|CUL1|PSMD7|PSMD8|DCTN1|PPP1R12A|PSMD9|PPP1R12B|PSME1|PSME2|PSME3|HMMR|PSME4|PSMF1|OPTN|RAB8A|AURKA|E2F3|MAPRE1|RBX1|EP300|RPS27A|MZT1|MZT2A|MZT2B|SEM1|SKP1|NDE1|NEDD1|LIN37|NEK2|LIN52|LIN54|LIN9|NINL|NME7|FKBPL|FOXM1|TP53|ODF2|OFD1|PAFAH1B1|AJUBA|PCM1|PCNT|UBA52|UBB|UBC|PLK1|PLK4|PPP2R2A|PRKACA|PRKAR2B|ACTR1A|BTRC|ALMS1|HSP90AA1|FBXW11|SDCCAG8|GTSE1|BORA|PKMYT1|SFI1|CCNB2|CCP110|CDC25A|CDC25B|CDC25C|SSNA1|CDK1|CDK5RAP2|TUBA1A|TUBA1B|CENPF|TUBA1C|TUBA4A|TUBA8|CENPJ|TUBB|TUBB1|TUBB2A|FBXL18|TUBB2B|TUBB3|TUBB4A|TUBB4B|TUBB6|FBXL7|TUBG1|TUBG2|TUBGCP2|CEP131|TUBGCP3|CEP135|TUBGCP4|CEP152|TUBGCP5|CEP164|TUBGCP6|CEP192|CEP250|CEP290|CEP41|CEP57|CEP63|CEP70|CEP72|CEP76|CEP78|CETN2|XPO1|YWHAE|YWHAG|LCMT1|PPME1|TPX2|CDK11A|CDK11B|CKAP5|CLASP1|CSNK1D|CSNK1E|DCTN2|DCTN3|CDK2|DYNC1H1|DYNC1I2|E2F1|DYNLL1","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MITOTIC_G2_G2_M_PHASES","191","ENR","REACTOME_MITOTIC_G2_G2_M_PHASES","2.0014","0.0","REACTOME_MITOTIC_G2_G2_M_PHASES",,,"false","REACTOME_MITOTIC_G2_G2_M_PHASES"
"1","-0.9989","-0.5151","0.0111","0.486","ACTB|H2AC14|H2AC18|POLR2E|H2AC19|POLR2F|GSK3B|H2AC20|H2AC4|POLR2H|H2AC6|H2AC7|H2AC8|POLR2K|H2AJ|POLR2L|H2AX|H2AZ2|H2BC10|H2BC11|H2BC12|H2BC13|H2BC14|H2BC15|H2BC17|H2BC21|H2BC26|H2BC3|H2BC4|H2BC5|H2BC6|TAF1A|H2BC7|TAF1B|H2BC8|TAF1C|H2BC9|TAF1D|H3-3A|TBP|H3-3B|H3C1|H3C10|H3C11|H3C12|H3C13|H3C14|H3C2|BAZ1B|H3C3|DDX21|H3C4|H3C6|MYBBP1A|H3C7|MYO1C|H3C8|POLR1A|H4C1|KAT2A|POLR1B|H4C11|KAT2B|POLR1C|H4C12|POLR1D|H4C13|POLR1E|H4C14|POLR1F|H4C16|POLR1G|H4C2|POLR1H|H4C3|SF3B1|H4C4|SMARCA5|H4C5|H4C8|H4C9|EP300|ERCC6|DEK","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION","84","ENR","REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION","-1.785","0.0011","REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION",,,"false","REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION"
